"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"422","07521-3802",2022,2023,2024,"07521","075213"," 三春町"
"423","07522-3802",2022,2023,2024,"07522","075221"," 小野町"
"424","07541-3842",2022,2023,2024,"07541","075418"," 広野町"
"425","07542-3842",2022,2023,2024,"07542","075426"," 楢葉町"
"426","07543-3842",2022,2023,2024,"07543","075434"," 富岡町"
"427","07544-3842",2022,2023,2024,"07544","075442"," 川内村"
"428","07545-3842",2022,2023,2024,"07545","075451"," 大熊町"
"429","07546-3842",2022,2023,2024,"07546","075469"," 双葉町"
"430","07547-3842",2022,2023,2024,"07547","075477"," 浪江町"
"431","07548-3842",2022,2023,2024,"07548","075485"," 葛尾村"
"432","07561-3801",2022,2023,2024,"07561","075612"," 新地町"
"433","07564-3801",2022,2023,2024,"07564","075647"," 飯舘村"
"434","08201-0500",2022,2023,2024,"08201","082015"," 水戸市"
"435","08202-0501",2022,2023,2024,"08202","082023"," 日立市"
"436","08203-0503",2022,2023,2024,"08203","082031"," 土浦市"
"437","08204-0506",2022,2023,2024,"08204","082040"," 古河市"
"438","08205-0503",2022,2023,2024,"08205","082058"," 石岡市"
"439","08207-0532",2022,2023,2024,"08207","082074"," 結城市"
"440","08208-0504",2022,2023,2024,"08208","082082"," 龍ケ崎市"
"441","08210-0506",2022,2023,2024,"08210","082104"," 下妻市"
"442","08211-0506",2022,2023,2024,"08211","082112"," 常総市"
"443","08212-0502",2022,2023,2024,"08212","082121"," 常陸太田市"
"444","08214-0501",2022,2023,2024,"08214","082147"," 高萩市"
"445","08215-0501",2022,2023,2024,"08215","082155"," 北茨城市"
"446","08216-0500",2022,2023,2024,"08216","082163"," 笠間市"
"447","08217-0527",2022,2023,2024,"08217","082171"," 取手市"
"448","08219-0527",2022,2023,2024,"08219","082198"," 牛久市"
"449","08220-0524",2022,2023,2024,"08220","082201"," つくば市"
"450","08221-0500",2022,2023,2024,"08221","082210"," ひたちなか市"
"451","08222-0530",2022,2023,2024,"08222","082228"," 鹿嶋市"
"452","08223-0530",2022,2023,2024,"08223","082236"," 潮来市"
"453","08224-0527",2022,2023,2024,"08224","082244"," 守谷市"
"454","08225-0502",2022,2023,2024,"08225","082252"," 常陸大宮市"
"455","08226-0500",2022,2023,2024,"08226","082261"," 那珂市"
"456","08227-0532",2022,2023,2024,"08227","082279"," 筑西市"
"457","08228-0506",2022,2023,2024,"08228","082287"," 坂東市"
"458","08229-0504",2022,2023,2024,"08229","082295"," 稲敷市"
"459","08230-0503",2022,2023,2024,"08230","082309"," かすみがうら市"
"460","08231-0532",2022,2023,2024,"08231","082317"," 桜川市"
"461","08232-0530",2022,2023,2024,"08232","082325"," 神栖市"
"462","08233-0530",2022,2023,2024,"08233","082333"," 行方市"
"463","08234-0530",2022,2023,2024,"08234","082341"," 鉾田市"
"464","08235-0527",2022,2023,2024,"08235","082350"," つくばみらい市"
"465","08236-0503",2022,2023,2024,"08236","082368"," 小美玉市"
"466","08302-0500",2022,2023,2024,"08302","083020"," 茨城町"
"467","08309-0500",2022,2023,2024,"08309","083097"," 大洗町"
"468","08310-0500",2022,2023,2024,"08310","083101"," 城里町"
"469","08341-0500",2022,2023,2024,"08341","083411"," 東海村"
"470","08364-0502",2022,2023,2024,"08364","083640"," 大子町"
"471","08442-0503",2022,2023,2024,"08442","084425"," 美浦村"
"472","08443-0503",2022,2023,2024,"08443","084433"," 阿見町"
"473","08447-0504",2022,2023,2024,"08447","084476"," 河内町"
"474","08521-0506",2022,2023,2024,"08521","085219"," 八千代町"
"475","08542-0506",2022,2023,2024,"08542","085421"," 五霞町"
"476","08546-0506",2022,2023,2024,"08546","085464"," 境町"
"477","08564-0504",2022,2023,2024,"08564","085642"," 利根町"
"478","09201-0600",2022,2023,2024,"09201","092011"," 宇都宮市"
"479","09202-0605",2022,2023,2024,"09202","092029"," 足利市"
"480","09203-0604",2022,2023,2024,"09203","092037"," 栃木市"
"481","09204-0605",2022,2023,2024,"09204","092045"," 佐野市"
"482","09205-0600",2022,2023,2024,"09205","092053"," 鹿沼市"
"483","09206-0608",2022,2023,2024,"09206","092061"," 日光市"
"484","09207-0608",2022,NA,NA,"09207",NA,NA
"485","09208-0624",2022,2023,2024,"09208","092088"," 小山市"
"486","09209-0601",2022,2023,2024,"09209","092096"," 真岡市"
"487","09210-0602",2022,2023,2024,"09210","092100"," 大田原市"
"488","09211-0602",2022,2023,2024,"09211","092118"," 矢板市"
"489","09213-0602",2022,2023,2024,"09213","092134"," 那須塩原市"
"490","09214-0600",2022,2023,2024,"09214","092142"," さくら市"
"491","09215-0600",2022,2023,2024,"09215","092151"," 那須烏山市"
"492","09216-0624",2022,2023,2024,"09216","092169"," 下野市"
"493","09301-0600",2022,2023,2024,"09301","093017"," 上三川町"
"494","09321-0604",2022,2023,2024,"09321",NA,NA
"495","09341-0601",2022,NA,NA,"09341",NA,NA
"496","09342-0601",2022,2023,2024,"09342","093424"," 益子町"
"497","09343-0601",2022,2023,2024,"09343","093432"," 茂木町"
"498","09344-0601",2022,2023,2024,"09344","093441"," 市貝町"
"499","09345-0601",2022,2023,2024,"09345","093459"," 芳賀町"
"500","09361-0604",2022,2023,2024,"09361","093611"," 壬生町"
"501","09364-0624",2022,2023,2024,"09364","093645"," 野木町"
"502","09367-0604",2022,2023,2024,"09367",NA,NA
"503","09384-0608",2022,2023,2024,"09384","093840"," 塩谷町"
"504","09386-0600",2022,2023,2024,"09386","093866"," 高根沢町"
"505","09407-0602",2022,2023,2024,"09407","094072"," 那須町"
"506","09411-0602",2022,2023,2024,"09411","094111"," 那珂川町"
"507","09422-0605",2022,NA,NA,"09422",NA,NA
"508","10201-0700",2022,2023,2024,"10201","102016"," 前橋市"
"509","10202-0704",2022,2023,2024,"10202","102024"," 高崎市"
"510","10203-0703",2022,2023,2024,"10203","102032"," 桐生市"
"511","10204-0708",2022,2023,2024,"10204","102041"," 伊勢崎市"
"512","10205-0702",2022,2023,2024,"10205","102059"," 太田市"
"513","10206-0701",2022,2023,2024,"10206","102067"," 沼田市"
"514","10207-0702",2022,2023,2024,"10207","102075"," 館林市"
"515","10208-0707",2022,2023,2024,"10208","102083"," 渋川市"
"516","10209-0704",2022,2023,2024,"10209","102091"," 藤岡市"
"517","10210-0706",2022,2023,2024,"10210","102105"," 富岡市"
"518","10211-0704",2022,2023,2024,"10211","102113"," 安中市"
"519","10212-0703",2022,2023,2024,"10212","102121"," みどり市"
"520","10303-0700",2022,2023,2024,"10303",NA,NA
"521","10342-0707",2022,NA,NA,"10342",NA,NA
"522","10344-0707",2022,2023,2024,"10344","103446"," 榛東村"
"523","10345-0707",2022,2023,2024,"10345","103454"," 吉岡町"
"524","10363-0704",2022,NA,NA,"10363",NA,NA
"525","10366-0706",2022,2023,2024,"10366","103667"," 上野村"
"526","10367-0704",2022,2023,2024,"10367","103675"," 神流町"
"527","10382-0706",2022,2023,2024,"10382","103829"," 下仁田町"
"528","10383-0706",2022,2023,2024,"10383","103837"," 南牧村"
"529","10384-0706",2022,2023,2024,"10384","103845"," 甘楽町"
"530","10421-0705",2022,2023,2024,"10421","104213"," 中之条町"
"531","10424-0705",2022,2023,2024,"10424","104248"," 長野原町"
"532","10425-0705",2022,2023,2024,"10425","104256"," 嬬恋村"
"533","10426-0705",2022,2023,2024,"10426","104264"," 草津町"
"534","10428-0705",2022,2023,2024,"10428","104281"," 高山村"
"535","10429-0705",2022,2023,2024,"10429","104299"," 東吾妻町"
"536","10443-0701",2022,2023,2024,"10443","104434"," 片品村"
"537","10444-0701",2022,2023,2024,"10444","104442"," 川場村"
"538","10448-0701",2022,2023,2024,"10448","104485"," 昭和村"
"539","10449-0701",2022,2023,2024,"10449","104493"," みなかみ町"
"540","10464-0708",2022,2023,2024,"10464","104647"," 玉村町"
"541","10521-0702",2022,2023,2024,"10521","105210"," 板倉町"
"542","10522-0702",2022,2023,2024,"10522","105228"," 明和町"
"543","10523-0702",2022,2023,2024,"10523","105236"," 千代田町"
"544","10524-0702",2022,2023,2024,"10524","105244"," 大泉町"
"545","10525-0702",2022,2023,2024,"10525","105252"," 邑楽町"
"546","11101-0300",2022,2023,2024,"11101","111015"," さいたま市西区"
"547","11102-0300",2022,2023,2024,"11102","111023"," さいたま市北区"
"548","11103-0300",2022,2023,2024,"11103","111031"," さいたま市大宮区"
"549","11104-0300",2022,2023,2024,"11104","111040"," さいたま市見沼区"
"550","11105-0300",2022,2023,2024,"11105","111058"," さいたま市中央区"
"551","11106-0300",2022,2023,2024,"11106","111066"," さいたま市桜区"
"552","11107-0300",2022,2023,2024,"11107","111074"," さいたま市浦和区"
"553","11108-0300",2022,2023,2024,"11108","111082"," さいたま市南区"
"554","11109-0300",2022,2023,2024,"11109","111091"," さいたま市緑区"
"555","11110-0300",2022,2023,2024,"11110","111104"," さいたま市岩槻区"
"556","11201-0302",2022,2023,2024,"11201","112011"," 川越市"
"557","11202-0303",2022,2023,2024,"11202","112020"," 熊谷市"
"558","11203-0306",2022,2023,2024,"11203","112038"," 川口市"
"559","11204-0300",2022,NA,NA,"11204",NA,NA
"560","11206-0303",2022,2023,2024,"11206","112062"," 行田市"
"561","11207-0305",2022,2023,2024,"11207","112071"," 秩父市"
"562","11208-0318",2022,2023,2024,"11208","112089"," 所沢市"
"563","11209-0322",2022,2023,2024,"11209","112097"," 飯能市"
"564","11210-0312",2022,2023,2024,"11210","112101"," 加須市"
"565","11211-0328",2022,2023,2024,"11211","112119"," 本庄市"
"566","11212-0304",2022,2023,2024,"11212","112127"," 東松山市"
"567","11213-0300",2022,NA,NA,"11213",NA,NA
"568","11214-0315",2022,2023,2024,"11214","112143"," 春日部市"
"569","11215-0318",2022,2023,2024,"11215","112151"," 狭山市"
"570","11216-0312",2022,2023,2024,"11216","112160"," 羽生市"
"571","11217-0309",2022,2023,2024,"11217","112178"," 鴻巣市"
"572","11218-0303",2022,2023,2024,"11218","112186"," 深谷市"
"573","11219-0310",2022,2023,2024,"11219","112194"," 上尾市"
"574","11221-0316",2022,2023,2024,"11221","112216"," 草加市"
"575","11222-0301",2022,2023,2024,"11222","112224"," 越谷市"
"576","11223-0300",2022,2023,2024,"11223","112232"," 蕨市"
"577","11224-0300",2022,2023,2024,"11224","112241"," 戸田市"
"578","11225-0318",2022,2023,2024,"11225","112259"," 入間市"
"579","11226-0306",2022,2023,2024,"11226",NA,NA
"580","11227-0308",2022,2023,2024,"11227","112275"," 朝霞市"
"581","11228-0308",2022,2023,2024,"11228","112283"," 志木市"
"582","11229-0308",2022,2023,2024,"11229","112291"," 和光市"
"583","11230-0308",2022,2023,2024,"11230","112305"," 新座市"
"584","11231-0310",2022,2023,2024,"11231","112313"," 桶川市"
"585","11232-0312",2022,2023,2024,"11232","112321"," 久喜市"
"586","11233-0309",2022,2023,2024,"11233","112330"," 北本市"
"587","11234-0316",2022,2023,2024,"11234","112348"," 八潮市"
"588","11235-0308",2022,2023,2024,"11235","112356"," 富士見市"
"589","11237-0316",2022,2023,2024,"11237","112372"," 三郷市"
"590","11238-0312",2022,2023,2024,"11238","112381"," 蓮田市"
"591","11239-0320",2022,2023,2024,"11239","112399"," 坂戸市"
"592","11240-0312",2022,2023,2024,"11240","112402"," 幸手市"
"593","11241-0320",2022,2023,2024,"11241","112411"," 鶴ヶ島市"
"594","11242-0322",2022,2023,2024,"11242","112429"," 日高市"
"595","11243-0301",2022,2023,2024,"11243","112437"," 吉川市"
"596","11245-0302",2022,2023,2024,"11245","112453"," ふじみ野市"
"597","11246-0312",2022,2023,2024,"11246","112461"," 白岡市"
"598","11301-0310",2022,2023,2024,"11301","113018"," 伊奈町"
"599","11324-0302",2022,2023,2024,"11324","113247"," 三芳町"
"600","11326-0320",2022,2023,2024,"11326","113263"," 毛呂山町"
"601","11327-0320",2022,2023,2024,"11327","113271"," 越生町"
"602","11341-0304",2022,2023,2024,"11341","113417"," 滑川町"
"603","11342-0304",2022,2023,2024,"11342","113425"," 嵐山町"
"604","11343-0304",2022,2023,2024,"11343","113433"," 小川町"
"605","11346-0302",2022,2023,2024,"11346","113468"," 川島町"
"606","11347-0304",2022,2023,2024,"11347","113476"," 吉見町"
"607","11348-0320",2022,2023,2024,"11348","113484"," 鳩山町"
"608","11349-0304",2022,2023,2024,"11349","113492"," ときがわ町"
"609","11361-0305",2022,2023,2024,"11361","113611"," 横瀬町"
"610","11362-0305",2022,2023,2024,"11362","113620"," 皆野町"
"611","11363-0305",2022,2023,2024,"11363","113638"," 長瀞町"
"612","11365-0305",2022,2023,2024,"11365","113654"," 小鹿野町"
"613","11369-0304",2022,2023,2024,"11369","113697"," 東秩父村"
"614","11381-0328",2022,2023,2024,"11381","113816"," 美里町"
"615","11383-0328",2022,2023,2024,"11383","113832"," 神川町"
"616","11385-0328",2022,2023,2024,"11385","113859"," 上里町"
"617","11401-0303",2022,NA,NA,"11401",NA,NA
"618","11408-0303",2022,2023,2024,"11408","114081"," 寄居町"
"619","11421-0312",2022,2023,2024,"11421",NA,NA
"620","11424-0312",2022,2023,2024,"11424",NA,NA
"621","11425-0312",2022,2023,2024,"11425",NA,NA
"622","11442-0315",2022,2023,2024,"11442","114421"," 宮代町"
"623","11445-0312",2022,2023,2024,"11445",NA,NA
"624","11446-0312",2022,2023,2024,"11446",NA,NA
"625","11461-0312",2022,2023,2024,"11461",NA,NA
"626","11462-0312",2022,2023,2024,"11462",NA,NA
"627","11464-0315",2022,2023,2024,"11464","114642"," 杉戸町"
"628","11465-0301",2022,2023,2024,"11465","114651"," 松伏町"
"629","12101-0400",2022,2023,2024,"12101","121011"," 千葉市中央区"
"630","12102-0400",2022,2023,2024,"12102","121029"," 千葉市花見川区"
"631","12103-0400",2022,2023,2024,"12103","121037"," 千葉市稲毛区"
"632","12104-0400",2022,2023,2024,"12104","121045"," 千葉市若葉区"
"633","12105-0400",2022,2023,2024,"12105","121053"," 千葉市緑区"
"634","12106-0400",2022,2023,2024,"12106","121061"," 千葉市美浜区"
"635","12202-0405",2022,2023,2024,"12202","122025"," 銚子市"
"636","12203-0443",2022,2023,2024,"12203","122033"," 市川市"
"637","12204-0407",2022,2023,2024,"12204","122041"," 船橋市"
"638","12205-0404",2022,2023,2024,"12205","122050"," 館山市"
"639","12206-0403",2022,2023,2024,"12206","122068"," 木更津市"
"640","12207-0402",2022,2023,2024,"12207","122076"," 松戸市"
"641","12208-0424",2022,2023,2024,"12208","122084"," 野田市"
"642","12210-0414",2022,2023,2024,"12210","122106"," 茂原市"
"643","12211-0406",2022,2023,2024,"12211","122114"," 成田市"
"644","12211-0423",2022,2023,2024,"12211","122114"," 成田市"
"645","12212-0401",2022,2023,2024,"12212","122122"," 佐倉市"
"646","12213-0410",2022,2023,2024,"12213","122131"," 東金市"
"647","12215-0405",2022,2023,2024,"12215","122157"," 旭市"
"648","12216-0400",2022,2023,2024,"12216","122165"," 習志野市"
"649","12217-0424",2022,2023,2024,"12217","122173"," 柏市"
"650","12218-0416",2022,2023,2024,"12218","122181"," 勝浦市"
"651","12219-0408",2022,2023,2024,"12219","122190"," 市原市"
"652","12220-0402",2022,2023,2024,"12220","122203"," 流山市"
"653","12221-0407",2022,2023,2024,"12221","122211"," 八千代市"
"654","12222-0424",2022,2023,2024,"12222","122220"," 我孫子市"
"655","12223-0404",2022,2023,2024,"12223","122238"," 鴨川市"
"656","12224-0443",2022,2023,2024,"12224","122246"," 鎌ケ谷市"
"657","12225-0403",2022,2023,2024,"12225","122254"," 君津市"
"658","12226-0403",2022,2023,2024,"12226","122262"," 富津市"
"659","12227-0443",2022,2023,2024,"12227","122271"," 浦安市"
"660","12228-0401",2022,2023,2024,"12228","122289"," 四街道市"
"661","12229-0403",2022,2023,2024,"12229","122297"," 袖ケ浦市"
"662","12230-0401",2022,2023,2024,"12230","122301"," 八街市"
"663","12231-0423",2022,2023,2024,"12231","122319"," 印西市"
"664","12232-0423",2022,2023,2024,"12232","122327"," 白井市"
"665","12233-0423",2022,2023,2024,"12233","122335"," 富里市"
"666","12234-0404",2022,2023,2024,"12234","122343"," 南房総市"
"667","12235-0405",2022,2023,2024,"12235","122351"," 匝瑳市"
"668","12236-0406",2022,2023,2024,"12236","122360"," 香取市"
"669","12237-0410",2022,2023,2024,"12237","122378"," 山武市"
"670","12238-0416",2022,2023,2024,"12238","122386"," いすみ市"
"671","12239-0410",2022,2023,2024,"12239","122394"," 大網白里市"
"672","12322-0401",2022,2023,2024,"12322","123226"," 酒々井町"
"673","12325-0423",2022,2023,2024,"12325",NA,NA
"674","12328-0423",2022,2023,2024,"12328",NA,NA
"675","12329-0423",2022,2023,2024,"12329","123293"," 栄町"
"676","12342-0406",2022,2023,2024,"12342","123421"," 神崎町"
"677","12347-0405",2022,2023,2024,"12347","123471"," 多古町"
"678","12349-0406",2022,2023,2024,"12349","123498"," 東庄町"
"679","12402-0410",2022,2023,2024,"12402",NA,NA
"680","12403-0410",2022,2023,2024,"12403","124036"," 九十九里町"
"681","12409-0405",2022,2023,2024,"12409","124095"," 芝山町"
"682","12410-0405",2022,2023,2024,"12410","124109"," 横芝光町"
"683","12421-0414",2022,2023,2024,"12421","124214"," 一宮町"
"684","12422-0414",2022,2023,2024,"12422","124222"," 睦沢町"
"685","12423-0414",2022,2023,2024,"12423","124231"," 長生村"
"686","12424-0414",2022,2023,2024,"12424","124249"," 白子町"
"687","12426-0414",2022,2023,2024,"12426","124265"," 長柄町"
"688","12427-0414",2022,2023,2024,"12427","124273"," 長南町"
"689","12441-0416",2022,2023,2024,"12441","124419"," 大多喜町"
"690","12443-0416",2022,2023,2024,"12443","124435"," 御宿町"
"691","12463-0404",2022,2023,2024,"12463","124630"," 鋸南町"
"692","13101-0100",2022,2023,2024,"13101","131016"," 千代田区"
"693","13102-0100",2022,2023,2024,"13102","131024"," 中央区"
"694","13103-0104",2022,2023,2024,"13103","131032"," 港区"
"695","13104-0111",2022,2023,2024,"13104","131041"," 新宿区"
"696","13105-0100",2022,2023,2024,"13105","131059"," 文京区"
"697","13106-0105",2022,2023,2024,"13106","131067"," 台東区"
"698","13107-0106",2022,2023,2024,"13107","131075"," 墨田区"
"699","13108-0106",2022,2023,2024,"13108","131083"," 江東区"
"700","13109-0107",2022,2023,2024,"13109","131091"," 品川区"
"701","13110-0110",2022,2023,2024,"13110","131105"," 目黒区"
"702","13111-0108",2022,2023,2024,"13111","131113"," 大田区"
"703","13112-0109",2022,2023,2024,"13112","131121"," 世田谷区"
"704","13113-0110",2022,2023,2024,"13113","131130"," 渋谷区"
"705","13114-0112",2022,2023,2024,"13114","131148"," 中野区"
"706","13115-0113",2022,2023,2024,"13115","131156"," 杉並区"
"707","13116-0133",2022,2023,2024,"13116","131164"," 豊島区"
"708","13117-0115",2022,2023,2024,"13117","131172"," 北区"
"709","13118-0115",2022,2023,2024,"13118","131181"," 荒川区"
"710","13119-0114",2022,2023,2024,"13119","131199"," 板橋区"
"711","13120-0116",2022,2023,2024,"13120","131202"," 練馬区"
"712","13121-0118",2022,2023,2024,"13121","131211"," 足立区"
"713","13122-0118",2022,2023,2024,"13122","131229"," 葛飾区"
"714","13123-0117",2022,2023,2024,"13123","131237"," 江戸川区"
"715","13201-0101",2022,2023,2024,"13201","132012"," 八王子市"
"716","13202-0128",2022,2023,2024,"13202","132021"," 立川市"
"717","13203-0124",2022,2023,2024,"13203","132039"," 武蔵野市"
"718","13204-0124",2022,2023,2024,"13204","132047"," 三鷹市"
"719","13205-0131",2022,2023,2024,"13205","132055"," 青梅市"
"720","13206-0124",2022,2023,2024,"13206","132063"," 府中市"
"721","13207-0128",2022,2023,2024,"13207","132071"," 昭島市"
"722","13208-0124",2022,2023,2024,"13208","132080"," 調布市"
"723","13209-0123",2022,2023,2024,"13209","132098"," 町田市"
"724","13210-0124",2022,2023,2024,"13210","132101"," 小金井市"
"725","13211-0127",2022,2023,2024,"13211","132110"," 小平市"
"726","13212-0128",2022,2023,2024,"13212","132128"," 日野市"
"727","13213-0127",2022,2023,2024,"13213","132136"," 東村山市"
"728","13214-0128",2022,2023,2024,"13214","132144"," 国分寺市"
"729","13215-0128",2022,2023,2024,"13215","132152"," 国立市"
"730","13218-0131",2022,2023,2024,"13218","132187"," 福生市"
"731","13219-0124",2022,2023,2024,"13219","132195"," 狛江市"
"732","13220-0128",2022,2023,2024,"13220","132209"," 東大和市"
"733","13221-0127",2022,2023,2024,"13221","132217"," 清瀬市"
"734","13222-0127",2022,2023,2024,"13222","132225"," 東久留米市"
"735","13223-0128",2022,2023,2024,"13223","132233"," 武蔵村山市"
"736","13224-0124",2022,2023,2024,"13224","132241"," 多摩市"
"737","13225-0124",2022,2023,2024,"13225","132250"," 稲城市"
"738","13227-0131",2022,2023,2024,"13227","132276"," 羽村市"
"739","13228-0131",2022,2023,2024,"13228","132284"," あきる野市"
"740","13229-0127",2022,2023,2024,"13229","132292"," 西東京市"
"741","13303-0131",2022,2023,2024,"13303","133035"," 瑞穂町"
"742","13305-0131",2022,2023,2024,"13305","133051"," 日の出町"
"743","13307-0131",2022,2023,2024,"13307","133078"," 檜原村"
"744","13308-0131",2022,2023,2024,"13308","133086"," 奥多摩町"
"745","13361-0100",2022,2023,2024,"13361","133612"," 大島町"
"746","13362-0100",2022,2023,2024,"13362","133621"," 利島村"
"747","13363-0100",2022,2023,2024,"13363","133639"," 新島村"
"748","13364-0100",2022,2023,2024,"13364","133647"," 神津島村"
"749","13381-0100",2022,2023,2024,"13381","133817"," 三宅村"
"750","13382-0100",2022,2023,2024,"13382","133825"," 御蔵島村"
"751","13401-0100",2022,2023,2024,"13401","134015"," 八丈町"
"752","13402-0100",2022,2023,2024,"13402","134023"," 青ヶ島村"
"753","13421-0100",2022,2023,2024,"13421","134210"," 小笠原村"
"754","14101-0205",2022,2023,2024,"14101","141011"," 横浜市鶴見区"
"755","14102-0205",2022,2023,2024,"14102","141020"," 横浜市神奈川区"
"756","14103-0200",2022,2023,2024,"14103","141038"," 横浜市西区"
"757","14104-0200",2022,2023,2024,"14104","141046"," 横浜市中区"
"758","14105-0200",2022,2023,2024,"14105","141054"," 横浜市南区"
"759","14106-0205",2022,2023,2024,"14106","141062"," 横浜市保土ケ谷区"
"760","14107-0206",2022,2023,2024,"14107","141071"," 横浜市磯子区"
"761","14108-0206",2022,2023,2024,"14108","141089"," 横浜市金沢区"
"762","14109-0224",2022,2023,2024,"14109","141097"," 横浜市港北区"
"763","14110-0208",2022,2023,2024,"14110","141101"," 横浜市戸塚区"
"764","14111-0225",2022,2023,2024,"14111","141119"," 横浜市港南区"
"765","14112-0213",2022,2023,2024,"14112","141127"," 横浜市旭区"
"766","14113-0207",2022,2023,2024,"14113","141135"," 横浜市緑区"
"767","14114-0213",2022,2023,2024,"14114","141143"," 横浜市瀬谷区"
"768","14115-0225",2022,2023,2024,"14115","141151"," 横浜市栄区"
"769","14116-0208",2022,2023,2024,"14116","141160"," 横浜市泉区"
"770","14117-0207",2022,2023,2024,"14117","141178"," 横浜市青葉区"
"771","14118-0224",2022,2023,2024,"14118","141186"," 横浜市都筑区"
"772","14131-0201",2022,2023,2024,"14131","141313"," 川崎市川崎区"
"773","14132-0201",2022,2023,2024,"14132","141321"," 川崎市幸区"
"774","14133-0201",2022,2023,2024,"14133","141330"," 川崎市中原区"
"775","14134-0212",2022,2023,2024,"14134","141348"," 川崎市高津区"
"776","14135-0212",2022,2023,2024,"14135","141356"," 川崎市多摩区"
"777","14136-0212",2022,2023,2024,"14136","141364"," 川崎市宮前区"
"778","14137-0212",2022,2023,2024,"14137","141372"," 川崎市麻生区"
"779","14151-0219",2022,2023,2024,"14151","141518"," 相模原市緑区"
"780","14152-0219",2022,2023,2024,"14152","141526"," 相模原市中央区"
"781","14153-0219",2022,2023,2024,"14153","141534"," 相模原市南区"
"782","14201-0202",2022,2023,2024,"14201","142018"," 横須賀市"
"783","14203-0203",2022,2023,2024,"14203","142034"," 平塚市"
"784","14204-0210",2022,2023,2024,"14204","142042"," 鎌倉市"
"785","14205-0210",2022,2023,2024,"14205","142051"," 藤沢市"
"786","14206-0203",2022,2023,2024,"14206","142069"," 小田原市"
"787","14207-0210",2022,2023,2024,"14207","142077"," 茅ヶ崎市"
"788","14208-0202",2022,2023,2024,"14208","142085"," 逗子市"
"789","14209-0219",2022,2023,2024,"14209",NA,NA
"790","14210-0202",2022,2023,2024,"14210","142107"," 三浦市"
"791","14211-0203",2022,2023,2024,"14211","142115"," 秦野市"
"792","14212-0204",2022,2023,2024,"14212","142123"," 厚木市"
"793","14213-0218",2022,2023,2024,"14213","142131"," 大和市"
"794","14214-0204",2022,2023,2024,"14214","142140"," 伊勢原市"
"795","14215-0218",2022,2023,2024,"14215","142158"," 海老名市"
"796","14216-0218",2022,2023,2024,"14216","142166"," 座間市"
"797","14217-0203",2022,2023,2024,"14217","142174"," 南足柄市"
"798","14218-0218",2022,2023,2024,"14218","142182"," 綾瀬市"
"799","14301-0202",2022,2023,2024,"14301","143014"," 葉山町"
"800","14321-0210",2022,2023,2024,"14321","143219"," 寒川町"
"801","14341-0203",2022,2023,2024,"14341","143413"," 大磯町"
"802","14342-0203",2022,2023,2024,"14342","143421"," 二宮町"
"803","14361-0203",2022,2023,2024,"14361","143618"," 中井町"
"804","14362-0203",2022,2023,2024,"14362","143626"," 大井町"
"805","14363-0203",2022,2023,2024,"14363","143634"," 松田町"
"806","14364-0203",2022,2023,2024,"14364","143642"," 山北町"
"807","14366-0203",2022,2023,2024,"14366","143669"," 開成町"
"808","14382-0203",2022,2023,2024,"14382","143821"," 箱根町"
"809","14383-0203",2022,2023,2024,"14383","143839"," 真鶴町"
"810","14384-0203",2022,2023,2024,"14384","143847"," 湯河原町"
"811","14401-0204",2022,2023,2024,"14401","144011"," 愛川町"
"812","14402-0204",2022,2023,2024,"14402","144029"," 清川村"
"813","15101-1100",2022,2023,2024,"15101","151017"," 新潟市北区"
"814","15101-1102",2022,2023,2024,"15101","151017"," 新潟市北区"
"815","15102-1100",2022,2023,2024,"15102","151025"," 新潟市東区"
"816","15103-1100",2022,2023,2024,"15103","151033"," 新潟市中央区"
"817","15104-1100",2022,2023,2024,"15104","151041"," 新潟市江南区"
"818","15105-1113",2022,2023,2024,"15105","151050"," 新潟市秋葉区"
"819","15106-1113",2022,2023,2024,"15106","151068"," 新潟市南区"
"820","15107-1100",2022,2023,2024,"15107","151076"," 新潟市西区"
"821","15108-1100",2022,2023,2024,"15108","151084"," 新潟市西蒲区"
"822","15202-1104",2022,2023,2024,"15202","152021"," 長岡市"
"823","15204-1101",2022,2023,2024,"15204","152048"," 三条市"
"824","15205-1105",2022,2023,2024,"15205","152056"," 柏崎市"
"825","15206-1102",2022,2023,2024,"15206","152064"," 新発田市"
"826","15208-1104",2022,2023,2024,"15208","152081"," 小千谷市"
"827","15209-1101",2022,2023,2024,"15209","152099"," 加茂市"
"828","15210-1131",2022,2023,2024,"15210","152102"," 十日町市"
"829","15211-1104",2022,2023,2024,"15211","152111"," 見附市"
"830","15212-1103",2022,2023,2024,"15212","152129"," 村上市"
"831","15213-1101",2022,2023,2024,"15213","152137"," 燕市"
"832","15216-1108",2022,2023,2024,"15216","152161"," 糸魚川市"
"833","15217-1107",2022,2023,2024,"15217","152170"," 妙高市"
"834","15218-1113",2022,2023,2024,"15218","152188"," 五泉市"
"835","15222-1107",2022,2023,2024,"15222","152226"," 上越市"
"836","15223-1113",2022,2023,2024,"15223","152234"," 阿賀野市"
"837","15224-1109",2022,2023,2024,"15224","152242"," 佐渡市"
"838","15225-1106",2022,2023,2024,"15225","152251"," 魚沼市"
"839","15226-1106",2022,2023,2024,"15226","152269"," 南魚沼市"
"840","15227-1102",2022,2023,2024,"15227","152277"," 胎内市"
"841","15307-1102",2022,2023,2024,"15307","153079"," 聖籠町"
